unified_app_id,game_name,app_id,os,app_name,publisher_name,game_revenue_2025,app_revenue_2025,country,date,date_granularity,confidence,average_age_total,female,male,normalized_demographics_female_18,normalized_demographics_female_25,normalized_demographics_female_35,normalized_demographics_female_45,normalized_demographics_female_55,normalized_demographics_male_18,normalized_demographics_male_25,normalized_demographics_male_35,normalized_demographics_male_45,normalized_demographics_male_55,avg_dau_2025,days_with_dau
63ecece74760b21b6d8706b2,Metal Slug: Awakening,1621098895,ios,Metal Slug: Awakening,VNG CORPORATION,2444751.15,1538929.35,SE_ASIA,2026-05-20,all_time,6.0,29.0,0.1756,0.8244,0.0456,0.0735,0.0357,0.0173,0.0035,0.2346,0.3906,0.1447,0.0442,0.0103,7118.549180327869,366.0
63ecece74760b21b6d8706b2,Metal Slug: Awakening,com.vng.metalslug.rambolun,android,Metal Slug: Awakening,VNG GROUP JSC,2444751.15,905821.8,SE_ASIA,2026-05-20,all_time,5.0,28.0,0.1119,0.8881,0.0354,0.046,0.0221,0.0061,0.0023,0.3018,0.3846,0.1482,0.0397,0.0138,20873.792349726777,366.0
5b220c230e64c70b3e4d02d4,EA SPORTS FC Online M,1427414541,ios,FC Online M by EA SPORTS™,Garena Mobile Private,2383959.15,1410306.3,SE_ASIA,2026-05-20,all_time,6.0,28.0,0.111,0.889,0.0359,0.0484,0.0168,0.0075,0.0024,0.3048,0.409,0.112,0.0471,0.0161,81400.85792349727,366.0
5b220c230e64c70b3e4d02d4,EA SPORTS FC Online M,com.garena.game.fo4mvn,android,FC Online M by EA SPORTS™,Garena Mobile Private,2383959.15,973652.85,SE_ASIA,2026-05-20,all_time,8.0,28.0,0.064,0.936,0.0213,0.0315,0.0071,0.0029,0.0012,0.3137,0.4523,0.1087,0.0449,0.0164,124046.96994535519,366.0
6223305711885471e9b9c0ea,Gunny Origin,1572615571,ios,Gunny Origin,VNG CORPORATION,2342271.6,1327684.65,SE_ASIA,2026-05-20,all_time,4.0,30.0,0.2928,0.7072,0.0821,0.1128,0.0682,0.0232,0.0065,0.1769,0.2866,0.1753,0.0539,0.0145,934.8169398907104,366.0
6223305711885471e9b9c0ea,Gunny Origin,vng.game.gunny.mobi.classic.original,android,Gunny Origin,VNG GROUP JSC,2342271.6,1014586.95,SE_ASIA,2026-05-20,all_time,5.0,30.0,0.2467,0.7533,0.0688,0.0979,0.0592,0.0167,0.0041,0.179,0.3128,0.1924,0.055,0.0141,586.6008583690987,233.0
595efb6e62deeb17420039cc,叫我官老爺：八週年慶典,1448024270,ios,Gọi Ta Quan Lão Gia,JOY GAMES VIETNAM NETWORK COMPANY LIMITED,2195598.17,1298101.62,SE_ASIA,2026-05-20,all_time,5.0,30.0,0.4283,0.5717,0.1613,0.1386,0.0926,0.0302,0.0056,0.1674,0.1964,0.135,0.0656,0.0073,578.9617486338798,366.0
595efb6e62deeb17420039cc,叫我官老爺：八週年慶典,com.szckhd.jwgly.azvn,android,Ta Là Quan Lão Gia - TTH,TTH GAME,2195598.17,897495.63,SE_ASIA,2026-05-20,all_time,6.0,29.0,0.4666,0.5334,0.2022,0.1434,0.0875,0.0289,0.0046,0.1685,0.1982,0.1134,0.0484,0.0049,528.4908424908425,273.0
595efb6e62deeb17420039cc,叫我官老爺：八週年慶典,com.szckhd.jwgly.azjianti,android,叫我官老爷：八周年庆典,"Hong Kong Pixel Peak Technology Co., Limited",2195598.17,0.92,,,,,,,,,,,,,,,,,,,
624221e4aaeb833d98f8b149,Arena Breakout: Realistic FPS,com.vng.mf.uamo,android,Arena Breakout VNG,MINH PHUONG THINH COMMUNICATION COMPANY LIMITED,2159467.8,1247008.05,SE_ASIA,2026-05-20,all_time,5.0,28.0,0.1917,0.8083,0.0736,0.0741,0.0276,0.013,0.0034,0.2923,0.3452,0.1053,0.0543,0.0112,17757.486338797815,366.0
624221e4aaeb833d98f8b149,Arena Breakout: Realistic FPS,6474231541,ios,Arena Breakout VNG,MINH PHUONG THINH COMMUNICATION COMPANY LIMITED,2159467.8,912459.75,,,,,,,,,,,,,,,,,,,
63afc769278f9e137947186c,剑侠世界：起源,vnggames.volam.kiemthe.origin,android,Kiếm Thế Origin,VNG GROUP JSC,2143534.05,1131260.7,SE_ASIA,2026-05-20,all_time,5.0,29.0,0.248,0.752,0.0686,0.1107,0.0538,0.0117,0.0032,0.1862,0.3538,0.1673,0.0362,0.0085,34671.23224043716,366.0
63afc769278f9e137947186c,剑侠世界：起源,1613648368,ios,Kiếm Thế Origin,VNG CORPORATION,2143534.05,1012273.35,SE_ASIA,2026-05-20,all_time,4.0,29.0,0.2782,0.7218,0.0831,0.1198,0.055,0.0154,0.0049,0.1913,0.3302,0.152,0.0379,0.0104,47118.06284153005,366.0
666a7679850648f34fb41215,X-Samkok,com.snmjglo.google,android,X-Samkok,TTHmobi,2135355.72,1228540.5,SE_ASIA,2026-05-20,all_time,6.0,27.0,0.1569,0.8431,0.0662,0.0601,0.0232,0.0053,0.0021,0.3463,0.3345,0.1273,0.0249,0.0101,6288.27700831025,361.0
666a7679850648f34fb41215,X-Samkok,6502480712,ios,X-Samkok,Watt Games,2135355.72,906815.22,SE_ASIA,2026-05-20,all_time,5.0,28.0,0.2021,0.7979,0.0784,0.0754,0.0334,0.0109,0.004,0.3151,0.3129,0.1275,0.0314,0.011,31596.483606557376,366.0
5d84173e3ea9835b8b1d4081,三国志·战略版,1616630100,ios,Tam Quốc Chí - Chiến Lược-TTH,THIEN THUONG HOA ENTERTAINMENT JOINT STOCK COMPANY,1983371.7,1179668.61,SE_ASIA,2026-05-20,all_time,5.0,29.0,0.1859,0.8141,0.057,0.0708,0.0398,0.0123,0.006,0.2831,0.304,0.1633,0.0418,0.0219,6316.065573770492,366.0
5d84173e3ea9835b8b1d4081,三国志·战略版,com.vntth.sgzzlb.gp.vn,android,Tam Quốc Chí - Chiến Lược-TTH,THIEN THUONG HOA,1983371.7,803703.09,SE_ASIA,2026-05-20,all_time,6.0,29.0,0.1787,0.8213,0.0508,0.0746,0.0364,0.0144,0.0025,0.2519,0.3441,0.1546,0.0592,0.0115,9512.467213114754,366.0
67c27430fc11db225cb2f886,Nhất Kiếm Phục Ma,com.nkpm.vnaz,android,Nhất Kiếm Phục Ma,WEPLAY,1880986.72,1095165.51,SE_ASIA,2026-05-20,all_time,4.0,29.0,0.2526,0.7474,0.0668,0.1174,0.0516,0.0122,0.0046,0.1861,0.3616,0.1522,0.0344,0.0131,22960.7615658363,281.0
67c27430fc11db225cb2f886,Nhất Kiếm Phục Ma,6739976923,ios,Nhất Kiếm Phục Ma,WEPLAY LTD,1880986.72,785821.21,,,,,,,,,,,,,,,,,,,
5d2fbde03d3ea51dfcb37ca0,Family Island  Farming game,1464689103,ios,Family Island — Farming game,Melsoft,1866381.69,1192415.91,SE_ASIA,2026-05-20,all_time,6.0,31.0,0.5846,0.4154,0.1171,0.2767,0.1219,0.0589,0.01,0.0895,0.1872,0.0816,0.0519,0.0052,2106.0109289617485,366.0
5d2fbde03d3ea51dfcb37ca0,Family Island  Farming game,com.MelsoftGames.FamilyIslandFarm,android,Family Island™ — Farming game,Melsoft Games Ltd,1866381.69,673965.78,SE_ASIA,2026-05-20,all_time,7.0,31.0,0.5991,0.4009,0.1109,0.2969,0.1253,0.0577,0.0083,0.0776,0.1915,0.0785,0.0503,0.003,492.80232558139534,258.0
64d262a510a3142a25912bd2,小妖問道,6470252900,ios,Tiểu Yêu Tầm Đạo-Funtap,RED RIVER TECHNOLOGY AND SERVICES COMPANY LIMITED,1853107.53,1248328.05,SE_ASIA,2026-05-20,all_time,6.0,30.0,0.2067,0.7933,0.0622,0.0733,0.0525,0.0139,0.0048,0.2259,0.278,0.2217,0.0505,0.0172,26011.743169398906,366.0
64d262a510a3142a25912bd2,小妖問道,com.global.dqvn,android,Tiểu Yêu Tầm Đạo-Funtap,CÔNG TY TNHH CÔNG NGHỆ VÀ DỊCH VỤ HỒNG HÀ,1853107.53,604779.48,SE_ASIA,2026-05-20,all_time,7.0,31.0,0.1702,0.8298,0.0303,0.0761,0.0561,0.0053,0.0024,0.1501,0.3297,0.3105,0.0272,0.0123,63046.56284153005,366.0
67627e8338bfca294ea37676,Tam Quốc Phản Công: Thức Tỉnh!,vng.games.tamquoc.idle.rpg,android,Tam Quốc Phản Công: Thức Tỉnh!,"VNGGames Co., Ltd",1826315.1,1021084.95,,,,,,,,,,,,,,,,,,,
67627e8338bfca294ea37676,Tam Quốc Phản Công: Thức Tỉnh!,6737103277,ios,Tam Quốc Phản Công: Thức Tỉnh!,"VNGGames Co., Ltd",1826315.1,805230.15,,,,,,,,,,,,,,,,,,,
5cc98b703ea98357b8ed3ce0,Top War: Battle Game,1596859213,ios,Top War: Battle Game - Funtap,Valar Technology Corp,1821350.01,1248880.68,SE_ASIA,2026-05-20,all_time,6.0,30.0,0.2245,0.7755,0.0472,0.0983,0.0574,0.0162,0.0054,0.1912,0.3438,0.1815,0.0479,0.0111,3362.5737704918033,366.0
5cc98b703ea98357b8ed3ce0,Top War: Battle Game,com.topwar.gp.vn,android,Top War: Battle Game - Funtap,Công ty cổ phần phát triển công nghệ số Hồng Hà,1821350.01,572469.33,SE_ASIA,2026-05-20,all_time,5.0,29.0,0.1718,0.8282,0.0541,0.0616,0.0472,0.0077,0.0012,0.2982,0.2949,0.1916,0.036,0.0075,685.4535519125683,366.0
6539d116d2e5a9284e6a76e2,Legend of Mushroom,6473259128,ios,Nấm Lùn Tiến Lên,SPARKGAME COMPANY LIMITED,1797994.83,1269382.26,SE_ASIA,2026-05-20,all_time,6.0,28.0,0.2492,0.7508,0.0859,0.0937,0.0472,0.0176,0.0048,0.2794,0.2994,0.1246,0.0368,0.0106,2620.035519125683,366.0
6539d116d2e5a9284e6a76e2,Legend of Mushroom,com.mxdzz.sea,android,Legend of Mushroom: Rush - SEA,SPARKGAME LIMITED,1797994.83,528612.57,SE_ASIA,2026-05-20,all_time,7.0,28.0,0.1863,0.8137,0.0698,0.0723,0.0323,0.0099,0.002,0.3115,0.331,0.1285,0.0335,0.0092,4513.163323782235,349.0
